Rank,Streamer,Platform,Category,URL
1165,live?anchorid=350770,企鹅电竞,QQ飞车手游,http://egame.qq.com/live?anchorid=350770
1166,live?anchorid=54109110,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=54109110
1167,3516829.htm,触手,绝地求生：刺激战场,https://chushou.tv/room/3516829.htm
1168,255865,斗鱼,魔兽争霸,https://www.douyu.com/255865
1169,2407149,斗鱼,王者荣耀,https://www.douyu.com/2407149
1170,2818,6间房,娱乐星秀,http://v.6.cn/2818
1171,8022730,虎牙,PUBG,http://www.huya.com/8022730
1172,7879,九秀,娱乐星秀,http://www.9xiu.com/7879
1173,live?anchorid=1706019,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=1706019
1174,777777,熊猫,LOL,http://www.panda.tv/777777
1175,471,哔哩哔哩,单机联机,http://live.bilibili.com/471
1176,3293369,斗鱼,PUBG,http://www.douyu.com/3293369
1177,38196104,网易CC,《梦幻西游》手游,http://cc.163.com/38196104
1178,10027,熊猫,炉石传说,http://www.panda.tv/10027
1179,86129942,九秀,娱乐星秀,http://www.9xiu.com/86129942
1180,2338891,斗鱼,PUBG,https://www.douyu.com/2338891
1181,213625825,花椒,女神,http://www.huajiao.com/l/213625825
1182,374994,熊猫,剑网3,http://www.panda.tv/374994
1183,45294452,YY,歌舞,http://www.yy.com/45294452
1184,97376,斗鱼,DOTA2,https://www.douyu.com/97376
1185,yuanzhang222,虎牙,星秀,http://www.huya.com/yuanzhang222
1186,152558097,战旗,王者荣耀,https://www.zhanqi.tv/152558097
1187,live?anchorid=241286122,企鹅电竞,绝地求生 刺激战场,http://egame.qq.com/live?anchorid=241286122
1188,1040,哔哩哔哩,手游直播,http://live.bilibili.com/1040
1189,xiaoman,虎牙,LOL,http://www.huya.com/xiaoman
1190,20960575,网易CC,大话西游2经典版,http://cc.163.com/20960575
1191,live?anchorid=325533609,企鹅电竞,LOL,http://egame.qq.com/live?anchorid=325533609
1192,66wueWUxHMb3A_Ou.html,一直播,娱乐星秀,http://www.yizhibo.com/l/66wueWUxHMb3A_Ou.html
1193,243960,斗鱼,阴阳师,https://www.douyu.com/243960
1194,YUbt6bPRXuptiKY0.html,一直播,娱乐星秀,http://www.yizhibo.com/l/YUbt6bPRXuptiKY0.html
1195,144794,龙珠,QQ飞车,http://star.longzhu.com/144794
1196,live?anchorid=7214142,企鹅电竞,QQ飞车手游,http://egame.qq.com/live?anchorid=7214142
1197,live?anchorid=20835258,企鹅电竞,CF荒岛特训,http://egame.qq.com/live?anchorid=20835258
1198,1655831,斗鱼,美食,https://www.douyu.com/1655831
1199,huwaixiaogege,虎牙,吃喝玩乐,http://www.huya.com/huwaixiaogege
1200,1804483386,虎牙,王者荣耀,http://www.huya.com/1804483386
1201,81406195,九秀,娱乐星秀,http://www.9xiu.com/81406195
1202,zhanshenshen,虎牙,我的世界,http://www.huya.com/zhanshenshen
1203,1747051,斗鱼,传奇,https://www.douyu.com/1747051
1204,506510,斗鱼,王者荣耀,https://www.douyu.com/506510
1205,332915346,陌陌,娱乐星秀,https://web.immomo.com/live/332915346
1206,2042957486,虎牙,TRAVELING,http://www.huya.com/2042957486
1207,99816,斗鱼,主机游戏,https://www.douyu.com/99816
1208,1377498,斗鱼,龙之谷手游,https://www.douyu.com/1377498
1209,96200154,九秀,娱乐星秀,http://www.9xiu.com/96200154
1210,85226340,九秀,娱乐星秀,http://www.9xiu.com/85226340
1211,105159,龙珠,逆战,http://star.longzhu.com/105159
1212,649567,斗鱼,PUBG,https://www.douyu.com/649567
1213,205668284,花椒,女神,http://www.huajiao.com/l/205668284
1214,live?anchorid=314110648,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=314110648
1215,z196790,龙珠,PUBG,http://star.longzhu.com/z196790
1216,3678964.htm,触手,终结者2：审判日,https://chushou.tv/room/3678964.htm
1217,1747046,斗鱼,传奇,https://www.douyu.com/1747046
1218,674289760,虎牙,热血传奇,http://www.huya.com/674289760
1219,1250379,繁星,娱乐星秀,http://fanxing.kugou.com/1250379
1220,879562,斗鱼,颜值PC端,https://www.douyu.com/879562
1221,47378,斗鱼,怪物猎人,https://www.douyu.com/47378
1222,84896566,九秀,娱乐星秀,http://www.9xiu.com/84896566
1223,21496,斗鱼,LOL,https://www.douyu.com/21496
1224,29597778.htm,触手,PUBG,https://chushou.tv/room/29597778.htm
1225,107057,龙珠,NBA2KOL,http://star.longzhu.com/107057
1226,290,哔哩哔哩,单机联机,http://live.bilibili.com/290
1227,170402,龙珠,DNF,http://star.longzhu.com/170402
1228,live?anchorid=327420488,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=327420488
1229,live?anchorid=55110414,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=55110414
1230,1828622976,虎牙,新天龙八部,http://www.huya.com/1828622976
1231,152638951,战旗,王者荣耀,https://www.zhanqi.tv/152638951
1232,18861777,全民,QQ飞车,http://www.quanmin.tv/18861777
1233,xiaohuya666,虎牙,王者荣耀,http://www.huya.com/xiaohuya666
1234,126251,龙珠,英魂之刃,http://star.longzhu.com/126251
1235,1013,哔哩哔哩,单机联机,http://live.bilibili.com/1013
1236,live?anchorid=364057147,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=364057147
1237,live?anchorid=141955940,企鹅电竞,天天酷跑,http://egame.qq.com/live?anchorid=141955940
1238,34197,熊猫,棋牌游戏,http://www.panda.tv/34197
1239,51222,6间房,娱乐星秀,http://v.6.cn/51222
1240,1534215434,虎牙,QQ飞车手游,http://www.huya.com/1534215434
1241,czerrr,虎牙,王者荣耀,http://www.huya.com/czerrr
1242,xuedao,虎牙,吃鸡手游,http://www.huya.com/xuedao
1243,213577419,花椒,颜值,http://www.huajiao.com/l/213577419
1244,1130878,熊猫,PUBG,http://www.panda.tv/1130878
1245,405806,熊猫,熊猫星秀,http://www.panda.tv/405806
1246,4196725,斗鱼,PUBG,https://www.douyu.com/4196725
1247,litaibai90323,虎牙,刺激战场,http://www.huya.com/litaibai90323
1248,4031248,哔哩哔哩,放映厅,http://live.bilibili.com/4031248
1249,live?anchorid=9414196,企鹅电竞,绝地求生 刺激战场,http://egame.qq.com/live?anchorid=9414196
1250,z197547,龙珠,PUBG,http://star.longzhu.com/z197547
1251,1984822846,虎牙,王者荣耀,http://www.huya.com/1984822846
1252,3653606,斗鱼,刺激战场,https://www.douyu.com/3653606
1253,HGpygDI7bQAK8WsT.html,一直播,娱乐星秀,http://www.yizhibo.com/l/HGpygDI7bQAK8WsT.html
1254,72731975,网易CC,《梦幻西游》电脑版,http://cc.163.com/72731975
1255,553,哔哩哔哩,单机联机,http://live.bilibili.com/553
1256,3019021,斗鱼,PUBG,https://www.douyu.com/3019021
1257,12569876,网易CC,大话西游2经典版,http://cc.163.com/12569876
1258,20223575,网易CC,阴阳师,http://cc.163.com/20223575
1259,ESyHEbxDC13vlEmF.html,一直播,娱乐星秀,http://www.yizhibo.com/l/ESyHEbxDC13vlEmF.html
1260,213759115,花椒,跳舞,http://www.huajiao.com/l/213759115
1261,813NF5wTehNh8iS4.html,一直播,娱乐星秀,http://www.yizhibo.com/l/813NF5wTehNh8iS4.html
1262,102350,龙珠,穿越火线,http://star.longzhu.com/102350
1263,live?anchorid=2795658,企鹅电竞,绝地求生 全军出击,http://egame.qq.com/live?anchorid=2795658
1264,6867,6间房,娱乐星秀,http://v.6.cn/6867
1265,live?anchorid=11695999,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=11695999
1266,1560240,斗鱼,二次元,https://www.douyu.com/1560240
1267,591967,斗鱼,美食,https://www.douyu.com/591967
1268,6380009205239451649,美拍,娱乐星秀,http://www.meipai.com/live/6380009205239451649
1269,1408530670,虎牙,主机游戏,http://www.huya.com/1408530670
1270,24920343,全民,PUBG,http://www.quanmin.tv/24920343
1271,7892,斗鱼,怀旧游戏,https://www.douyu.com/7892
1272,211882196,花椒,跳舞,http://www.huajiao.com/l/211882196
1273,4184937,全民,LOL,http://www.quanmin.tv/4184937
1274,213719080,花椒,跳舞,http://www.huajiao.com/l/213719080
1275,1820783,熊猫,熊猫星秀,http://www.panda.tv/1820783
1276,f101636,龙珠,穿越火线,http://star.longzhu.com/f101636
1277,126298,龙珠,英魂之刃,http://star.longzhu.com/126298
1278,live?anchorid=1597561,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=1597561
1279,live?anchorid=211472311,企鹅电竞,球球大作战,http://egame.qq.com/live?anchorid=211472311
1280,3067684,虎牙,王者荣耀,http://www.huya.com/3067684
1281,144972,龙珠,QQ飞车手游,http://star.longzhu.com/144972
1282,71133943,九秀,娱乐星秀,http://www.9xiu.com/71133943
1283,live?anchorid=311341087,企鹅电竞,CF荒岛特训,http://egame.qq.com/live?anchorid=311341087
1284,2021420942,虎牙,星秀,http://www.huya.com/2021420942
1285,213538287,花椒,跳舞,http://www.huajiao.com/l/213538287
1286,2183534453,虎牙,吃喝玩乐,http://www.huya.com/2183534453
1287,1371490,斗鱼,刺激战场,http://www.douyu.com/1371490
1288,500096,网易CC,户外直播,http://cc.163.com/500096
1289,102655,龙珠,穿越火线,http://star.longzhu.com/102655
1290,yaodi,虎牙,热血传奇,http://www.huya.com/yaodi
1291,126493,斗鱼,守望先锋,https://www.douyu.com/126493
1292,213493926,花椒,男神,http://www.huajiao.com/l/213493926
1293,2973311,斗鱼,PUBG,https://www.douyu.com/2973311
1294,421687,斗鱼,PUBG,https://www.douyu.com/421687
1295,,龙珠,DNF,http://star.longzhu.com/
1296,18008224.htm,触手,王者荣耀,https://chushou.tv/room/18008224.htm
1297,312410,斗鱼,炉石传说,https://www.douyu.com/312410
1298,hQKEJMIdGSSbSDJH.html,一直播,娱乐星秀,http://www.yizhibo.com/l/hQKEJMIdGSSbSDJH.html
1299,52507,战旗,PUBG,https://www.zhanqi.tv/topic/pubg/52507
1300,43078240.htm,触手,王者荣耀,https://chushou.tv/room/43078240.htm
1301,3560906,斗鱼,刺激战场,http://www.douyu.com/3560906
1302,512311,6间房,娱乐星秀,http://v.6.cn/512311
1303,82437351,九秀,娱乐星秀,http://www.9xiu.com/82437351
1304,lanbowang,虎牙,PUBG,http://www.huya.com/lanbowang
1305,773866356,虎牙,LOL,http://www.huya.com/773866356
1306,144019,龙珠,QQ飞车,http://star.longzhu.com/144019
1307,6794218.htm,触手,PUBG,https://chushou.tv/room/6794218.htm
1308,542261569,虎牙,TRAVELING,http://www.huya.com/542261569
1309,live?anchorid=40297591,企鹅电竞,CF荒岛特训,http://egame.qq.com/live?anchorid=40297591
1310,tlbblive2015,虎牙,星秀,http://www.huya.com/tlbblive2015
1311,1854725,斗鱼,颜值,https://www.douyu.com/1854725
1312,103424,龙珠,DNF,http://star.longzhu.com/103424
1313,213299207,网易CC,《梦幻西游》手游,http://cc.163.com/213299207
1314,g127419,龙珠,主机游戏（综合）,http://star.longzhu.com/g127419
1315,ini3_DfQF1gkAqUj.html,一直播,娱乐星秀,http://www.yizhibo.com/l/ini3_DfQF1gkAqUj.html
1316,live?anchorid=314628863,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=314628863
1317,3476954,斗鱼,视听点评,https://www.douyu.com/3476954
1318,1668570416,虎牙,星秀,http://www.huya.com/1668570416
1319,157483,龙珠,LOL,http://star.longzhu.com/157483
1320,live?anchorid=162589775,企鹅电竞,CF荒岛特训,http://egame.qq.com/live?anchorid=162589775
1321,10525870,全民,PUBG,http://www.quanmin.tv/10525870
1322,84847069,九秀,娱乐星秀,http://www.9xiu.com/84847069
1323,1042299.htm,触手,绝地求生：刺激战场,https://chushou.tv/room/1042299.htm
1324,205603445,花椒,跳舞,http://www.huajiao.com/l/205603445
1325,4443007.htm,触手,荒野行动,https://chushou.tv/room/4443007.htm
1326,29666,6间房,娱乐星秀,http://v.6.cn/29666
1327,8191402,全民,逆战,http://www.quanmin.tv/8191402
1328,157959,龙珠,LOL,http://star.longzhu.com/157959
1329,1903020725,虎牙,王者荣耀,http://www.huya.com/1903020725
1330,206421,斗鱼,PUBG,https://www.douyu.com/206421
1331,688888,网易CC,决战！平安京,http://cc.163.com/688888
1332,213670117,花椒,男神,http://www.huajiao.com/l/213670117
1333,2462784,斗鱼,PUBG,https://www.douyu.com/2462784
1334,2497043,龙珠,综合足球,http://star.longzhu.com/2497043
1335,live?anchorid=374325338,企鹅电竞,休闲专区,http://egame.qq.com/live?anchorid=374325338
1336,live?anchorid=371805551,企鹅电竞,绝地求生 刺激战场,http://egame.qq.com/live?anchorid=371805551
1337,2002838170,虎牙,热血传奇,http://www.huya.com/2002838170
1338,253516,斗鱼,逆战,https://www.douyu.com/253516
1339,548061,斗鱼,PUBG,https://www.douyu.com/548061
1340,222222,熊猫,DOTA2,http://www.panda.tv/222222
1341,52222,熊猫,LOL,http://www.panda.tv/52222
1342,4334799,斗鱼,刺激战场,https://www.douyu.com/4334799
1343,151099,斗鱼,PUBG,https://www.douyu.com/151099
1344,95946390,九秀,娱乐星秀,http://www.9xiu.com/95946390
1345,shuiduoduo,虎牙,吃鸡手游,http://www.huya.com/shuiduoduo
1346,1999329,人人,娱乐星秀,http://zhibo.renren.com/liveroom/1999329
1347,429842,斗鱼,魔兽世界,https://www.douyu.com/429842
1348,live?anchorid=67506371,企鹅电竞,火影忍者,http://egame.qq.com/live?anchorid=67506371
1349,462253,斗鱼,颜值,https://www.douyu.com/462253
1350,x111111,龙珠,PUBG,http://star.longzhu.com/x111111
1351,Tq7Umxqmmeia5ma9.html,一直播,娱乐星秀,http://www.yizhibo.com/l/Tq7Umxqmmeia5ma9.html
1352,213457056,花椒,颜值,http://www.huajiao.com/l/213457056
1353,cfdiaoshao,虎牙,PUBG,http://www.huya.com/cfdiaoshao
1354,1245934,熊猫,音乐,http://www.panda.tv/1245934
1355,,龙珠,逆战,http://star.longzhu.com/
1356,l157440,龙珠,LOL,http://star.longzhu.com/l157440
1357,live?anchorid=55466761,企鹅电竞,休闲专区,http://egame.qq.com/live?anchorid=55466761
1358,live?anchorid=123841492,企鹅电竞,CF荒岛特训,http://egame.qq.com/live?anchorid=123841492
1359,live?anchorid=345582417,企鹅电竞,穿越火线,http://egame.qq.com/live?anchorid=345582417
1360,534740,斗鱼,主机游戏,https://www.douyu.com/534740
1361,B2Uzafy_I8pth5Wp.html,一直播,娱乐星秀,http://www.yizhibo.com/l/B2Uzafy_I8pth5Wp.html
1362,112273,斗鱼,PUBG,https://www.douyu.com/112273
1363,213404959,花椒,女神,http://www.huajiao.com/l/213404959
1364,3286464,全民,PUBG,http://www.quanmin.tv/3286464
1365,264,哔哩哔哩,生活娱乐,http://live.bilibili.com/264
1366,huyalijun,虎牙,吃喝玩乐,http://www.huya.com/huyalijun
1367,3443,九秀,娱乐星秀,http://www.9xiu.com/3443
1368,93589,斗鱼,炉石传说,https://www.douyu.com/93589
1369,483955229,虎牙,星秀,http://www.huya.com/483955229
1370,wanmei,虎牙,LOL,http://www.huya.com/wanmei
1371,CI8IQCTqzavBIVSp.html,一直播,娱乐星秀,http://www.yizhibo.com/l/CI8IQCTqzavBIVSp.html
1372,11398362.htm,触手,王者荣耀,https://chushou.tv/room/11398362.htm
1373,222836,斗鱼,PUBG,https://www.douyu.com/222836
1374,live?anchorid=852577,企鹅电竞,绝地求生 刺激战场,http://egame.qq.com/live?anchorid=852577
1375,QsYgWpLcKIszqjpq.html,一直播,娱乐星秀,http://www.yizhibo.com/l/QsYgWpLcKIszqjpq.html
1376,v124900,龙珠,刺激战场,http://star.longzhu.com/v124900
1377,2378850,龙珠,龙珠拼盘,http://star.longzhu.com/2378850
1378,1952990,斗鱼,PUBG,https://www.douyu.com/1952990
1379,1654552297,虎牙,QQ飞车,http://www.huya.com/1654552297
1380,213542951,花椒,女神,http://www.huajiao.com/l/213542951
1381,live?anchorid=128584294,企鹅电竞,绝地求生 刺激战场,http://egame.qq.com/live?anchorid=128584294
1382,212703010,花椒,校园,http://www.huajiao.com/l/212703010
1383,360hMyyMhUgMZ1VZ.html,一直播,娱乐星秀,http://www.yizhibo.com/l/360hMyyMhUgMZ1VZ.html
1384,21340,全民,单机主机,http://www.quanmin.tv/21340
1385,249853,斗鱼,LOL,https://www.douyu.com/249853
1386,1079632,繁星,娱乐星秀,http://fanxing.kugou.com/1079632
1387,live?anchorid=4028500,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=4028500
1388,live?anchorid=339459195,企鹅电竞,英雄杀,http://egame.qq.com/live?anchorid=339459195
1389,live?anchorid=77519079,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=77519079
1390,live?anchorid=50411318,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=50411318
1391,live?anchorid=33330271,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=33330271
1392,335690,斗鱼,二次元,https://www.douyu.com/335690
1393,2036187,斗鱼,王者荣耀,https://www.douyu.com/2036187
1394,373269,熊猫,剑网3,http://www.panda.tv/373269
1395,9231325,全民,CSGO,http://www.quanmin.tv/9231325
1396,26420.htm,触手,迷你世界,https://chushou.tv/room/26420.htm
1397,915316,熊猫,DOTA1,http://www.panda.tv/915316
1398,933614816,虎牙,吃喝玩乐,http://www.huya.com/933614816
1399,1040838,斗鱼,PUBG,https://www.douyu.com/1040838
1400,213758538,花椒,唱歌,http://www.huajiao.com/l/213758538
1401,92268972,九秀,娱乐星秀,http://www.9xiu.com/92268972
1402,213532956,花椒,城市之声,http://www.huajiao.com/l/213532956
1403,live?anchorid=235054343,企鹅电竞,绝地求生 刺激战场,http://egame.qq.com/live?anchorid=235054343
1404,213528927,花椒,校园,http://www.huajiao.com/l/213528927
1405,cangqiongxiaohao,虎牙,我的世界,http://www.huya.com/cangqiongxiaohao
1406,3881137.htm,触手,王者荣耀,https://chushou.tv/room/3881137.htm
1407,1976204,斗鱼,王者荣耀,https://www.douyu.com/1976204
1408,248593594,网易CC,《梦幻西游》电脑版,http://cc.163.com/248593594
1409,88666,熊猫,PUBG,http://www.panda.tv/88666
1410,520yyl,虎牙,LOL,http://www.huya.com/520yyl
1411,live?anchorid=274179929,企鹅电竞,择天记,http://egame.qq.com/live?anchorid=274179929
1412,214455,斗鱼,魔兽世界,https://www.douyu.com/214455
1413,250250,熊猫,艺能达人,http://www.panda.tv/250250
1414,1030903,斗鱼,王者荣耀,https://www.douyu.com/1030903
1415,78516173,九秀,娱乐星秀,http://www.9xiu.com/78516173
1416,3168536,斗鱼,PUBG,https://www.douyu.com/3168536
1417,3451538,斗鱼,棋牌娱乐,https://www.douyu.com/3451538
1418,152617262,战旗,王者荣耀,https://www.zhanqi.tv/152617262
1419,144468,龙珠,QQ飞车,http://star.longzhu.com/144468
1420,152818,龙珠,穿越火线,http://star.longzhu.com/152818
1421,1317249,繁星,娱乐星秀,http://fanxing.kugou.com/1317249
1422,241123,斗鱼,TRAVELING,https://www.douyu.com/241123
1423,67761,斗鱼,主机游戏,https://www.douyu.com/67761
1424,RbTQ-bCI_w4QRqfN.html,一直播,娱乐星秀,http://www.yizhibo.com/l/RbTQ-bCI_w4QRqfN.html
1425,10003,熊猫,炉石传说,http://www.panda.tv/10003
1426,Oyw2_hJNA_TdfcTR.html,一直播,娱乐星秀,http://www.yizhibo.com/l/Oyw2_hJNA_TdfcTR.html
1427,10387,熊猫,LOL,http://www.panda.tv/10387
1428,102283,龙珠,PUBG,http://star.longzhu.com/102283
1429,zjyong,虎牙,王者荣耀,http://www.huya.com/zjyong
1430,298501,熊猫,熊猫星秀,http://www.panda.tv/298501
1431,1205882,斗鱼,TRAVELING,https://www.douyu.com/1205882
1432,103614,龙珠,DNF,http://star.longzhu.com/103614
1433,205742905,花椒,女神,http://www.huajiao.com/l/205742905
1434,dalaohu,虎牙,LOL,http://www.huya.com/dalaohu
1435,133660,龙珠,LOL,http://star.longzhu.com/133660
1436,152651497,战旗,王者荣耀,https://www.zhanqi.tv/152651497
1437,4016962,斗鱼,颜值,https://www.douyu.com/4016962
1438,359161473,陌陌,娱乐星秀,https://web.immomo.com/live/359161473
1439,live?anchorid=311831699,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=311831699
1440,live?anchorid=20626281,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=20626281
1441,live?anchorid=377393784,企鹅电竞,绝地求生 全军出击,http://egame.qq.com/live?anchorid=377393784
1442,247068783,网易CC,终结者2：审判日,http://cc.163.com/247068783
1443,105105,龙珠,逆战,http://star.longzhu.com/105105
1444,4429446,斗鱼,PUBG,https://www.douyu.com/4429446
1445,8998487,全民,PUBG,http://www.quanmin.tv/8998487
1446,94050971,虎牙,热血传奇,http://www.huya.com/94050971
1447,182532268,虎牙,LOL,http://www.huya.com/182532268
1448,77091748,九秀,娱乐星秀,http://www.9xiu.com/77091748
1449,live?anchorid=143569090,企鹅电竞,休闲专区,http://egame.qq.com/live?anchorid=143569090
1450,live?anchorid=364982216,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=364982216
1451,U_Xpxe2WmgbKgCOA.html,一直播,娱乐星秀,http://www.yizhibo.com/l/U_Xpxe2WmgbKgCOA.html
1452,6385093537519964161,美拍,娱乐星秀,http://www.meipai.com/live/6385093537519964161
1453,211770269,花椒,校园,http://www.huajiao.com/l/211770269
1454,205834936,花椒,跳舞,http://www.huajiao.com/l/205834936
1455,2073691043,虎牙,PUBG,http://www.huya.com/2073691043
1456,1296952643,虎牙,LOL,http://www.huya.com/1296952643
1457,127640,龙珠,主机游戏（综合）,http://star.longzhu.com/127640
1458,live?anchorid=321484920,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=321484920
1459,live?anchorid=1467751,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=1467751
1460,135069,熊猫,LOL,http://www.panda.tv/135069
1461,126124,龙珠,英魂之刃,http://star.longzhu.com/126124
1462,12240999,全民,QQ飞车,http://www.quanmin.tv/12240999
1463,1269630,斗鱼,王者荣耀,https://www.douyu.com/1269630
1464,529989,网易CC,大话西游2经典版,http://cc.163.com/529989
1465,8dov7SeHASEMWfkE.html,一直播,娱乐星秀,http://www.yizhibo.com/l/8dov7SeHASEMWfkE.html
1466,live?anchorid=58002,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=58002
1467,26171216,全民,PUBG,http://www.quanmin.tv/26171216
1468,95495087,九秀,娱乐星秀,http://www.9xiu.com/95495087
1469,64609,斗鱼,DOTA2,https://www.douyu.com/64609
1470,213720925,花椒,男神,http://www.huajiao.com/l/213720925
1471,940709,网易CC,新倩女幽魂,http://cc.163.com/940709
1472,8818,6间房,娱乐星秀,http://v.6.cn/8818
1473,4271435,斗鱼,PUBG,https://www.douyu.com/4271435
1474,113,哔哩哔哩,单机联机,http://live.bilibili.com/113
1475,491128,熊猫,主机游戏,http://www.panda.tv/491128
1476,live?anchorid=128137695,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=128137695
1477,live?anchorid=258279,企鹅电竞,CF荒岛特训,http://egame.qq.com/live?anchorid=258279
1478,live?anchorid=342223115,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=342223115
1479,1139455,斗鱼,刺激战场,https://www.douyu.com/1139455
1480,921537,斗鱼,王者荣耀,https://www.douyu.com/921537
1481,703430,斗鱼,PUBG,https://www.douyu.com/703430
1482,6380005443418525697,美拍,娱乐星秀,http://www.meipai.com/live/6380005443418525697
1483,1722685,斗鱼,LOL,https://www.douyu.com/1722685
1484,828705,斗鱼,TRAVELING,https://www.douyu.com/828705
1485,1691230589,虎牙,王者荣耀,http://www.huya.com/1691230589
1486,15544651,全民,PUBG,http://www.quanmin.tv/15544651
1487,live?anchorid=90001,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=90001
1488,6,哔哩哔哩,电子竞技,http://live.bilibili.com/6
1489,212249913,花椒,男神,http://www.huajiao.com/l/212249913
1490,wangshi520,虎牙,吃鸡手游,http://www.huya.com/wangshi520
1491,36140,斗鱼,主机游戏,https://www.douyu.com/36140
1492,999797,网易CC,炉石传说,http://cc.163.com/999797
1493,132809,龙珠,LOL,http://star.longzhu.com/132809
1494,16901212,全民,看吧,http://www.quanmin.tv/16901212
1495,3768242,斗鱼,PUBG,https://www.douyu.com/3768242
1496,4150355,斗鱼,CS:GO,https://www.douyu.com/4150355
1497,105329,龙珠,逆战,http://star.longzhu.com/105329
1498,87881740,虎牙,热血传奇,http://www.huya.com/87881740
1499,2180199,斗鱼,PUBG,https://www.douyu.com/2180199
1500,1456061.htm,触手,王者荣耀,https://chushou.tv/room/1456061.htm
1501,20520,熊猫,艺能达人,http://www.panda.tv/20520
1502,fangzong520,虎牙,星秀,http://www.huya.com/fangzong520
1503,xiaoa0v0,虎牙,我的世界,http://www.huya.com/xiaoa0v0
1504,2311495,全民,王者荣耀,http://www.quanmin.tv/2311495
1505,2188064291,虎牙,吃鸡手游,http://www.huya.com/2188064291
1506,v178803,龙珠,刺激战场,http://star.longzhu.com/v178803
1507,-tWpBJeLYB-9jSac.html,一直播,娱乐星秀,http://www.yizhibo.com/l/-tWpBJeLYB-9jSac.html
1508,4112308.htm,触手,球球大作战,https://chushou.tv/room/4112308.htm
1509,705204,斗鱼,PUBG,https://www.douyu.com/705204
1510,440,哔哩哔哩,手游直播,http://live.bilibili.com/440
1511,426517,斗鱼,视听点评,https://www.douyu.com/426517
1512,999888,网易CC,《梦幻西游》手游,http://cc.163.com/999888
1513,666yingge,虎牙,QQ飞车手游,http://www.huya.com/666yingge
1514,204544860,虎牙,穿越火线,http://www.huya.com/204544860
1515,102553,龙珠,穿越火线,http://star.longzhu.com/102553
1516,live?anchorid=13968674,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=13968674
1517,2276824,斗鱼,火影忍者,https://www.douyu.com/2276824
1518,2252160,全民,LOL,http://www.quanmin.tv/2252160
1519,249694930,网易CC,决战！平安京,http://cc.163.com/249694930
1520,244781,斗鱼,DOTA2,https://www.douyu.com/244781
1521,952595,斗鱼,刺激战场,https://www.douyu.com/952595
1522,560721,斗鱼,LOL,https://www.douyu.com/560721
1523,z117888,龙珠,PUBG,http://star.longzhu.com/z117888
1524,483552,熊猫,户外直播,http://www.panda.tv/483552
1525,live?anchorid=32148189,企鹅电竞,王者荣耀,http://egame.qq.com/live?anchorid=32148189
1526,213463454,花椒,跳舞,http://www.huajiao.com/l/213463454
1527,35278,哔哩哔哩,放映厅,http://live.bilibili.com/35278
1528,g165242,龙珠,DNF,http://star.longzhu.com/g165242
1529,149115,斗鱼,二次元,https://www.douyu.com/149115
1530,963211,虎牙,星秀,http://www.huya.com/963211
1531,102469,龙珠,PUBG,http://star.longzhu.com/102469
1532,3531563,全民,PUBG,http://www.quanmin.tv/3531563
1533,215042,斗鱼,PUBG,https://www.douyu.com/215042
1534,beisheng1117,虎牙,王者荣耀,http://www.huya.com/beisheng1117
1535,588380,斗鱼,DOTA2,https://www.douyu.com/588380
1536,213757457,花椒,跳舞,http://www.huajiao.com/l/213757457
1537,152614279,战旗,王者荣耀,https://www.zhanqi.tv/152614279
1538,22069131,全民,PUBG,http://www.quanmin.tv/22069131
1539,873056060,斗鱼,PUBG,https://www.zhanqi.tv/873056060
1540,AHks6dTVPITMJU4v.html,一直播,娱乐星秀,http://www.yizhibo.com/l/AHks6dTVPITMJU4v.html
1541,925172,哔哩哔哩,绘画专区,http://live.bilibili.com/925172
1542,1683311074,虎牙,王者荣耀,http://www.huya.com/1683311074
1543,205611551,花椒,男神,http://www.huajiao.com/l/205611551
1544,433,哔哩哔哩,御宅文化,http://live.bilibili.com/433
1545,live?anchorid=2323780,企鹅电竞,魂斗罗：归来,http://egame.qq.com/live?anchorid=2323780
1546,live?anchorid=520,企鹅电竞,PUBG,http://egame.qq.com/live?anchorid=520
